date,AUTOMOTIVE,BABY CARE,BEAUTY,BEVERAGES,BOOKS,BREAD/BAKERY,CELEBRATION,CLEANING,DAIRY,DELI,EGGS,FROZEN FOODS,GROCERY I,GROCERY II,HARDWARE,HOME AND KITCHEN I,HOME AND KITCHEN II,HOME APPLIANCES,HOME CARE,LADIESWEAR,LAWN AND GARDEN,LINGERIE,"LIQUOR,WINE,BEER",MAGAZINES,MEATS,PERSONAL CARE,PET SUPPLIES,PLAYERS AND ELECTRONICS,POULTRY,PREPARED FOODS,PRODUCE,SCHOOL AND OFFICE SUPPLIES,SEAFOOD
2016-04-23 00:00:00 +0000,482,16,338,233084,,33780.199,1136,77622,57603,18029.486,11087,9758.786,326432.713,1345,88,1477,1792,28,22025,900,353,353,8951,822,21401.713,25071,488,816,24220.262,7162.02,133602.563,414,1464.393
2016-04-24 00:00:00 +0000,507,10,412,238503,,38515.746,656,78853,63656,20005.239,13033,8353.753,320549.743,1451,100,1469,1875,28,22205,1022,310,349,,867,21198.511,26039,477,866,25635.942,7121.783,143089.895,583,1628.32
2016-04-25 00:00:00 +0000,365,9,185,148627,,25388.252,471,54342,40117,12897.893,10590,5235.324,208363.828,1059,62,938,1255,22,13766,429,164,263,2804,553,15881.511,14811,261,425,16415.101,4811.8,98165.147,323,1000.898
2016-04-26 00:00:00 +0000,285,6,220,135431,,24203.563,507,49646,37150,12018.355,7564,4907.648,255922.632,835,64,1028,1258,24,12318,347,139,277,2548,554,14866.415,13685,258,408,17716.497,4551.733,104788.297,375,897.278
2016-04-27 00:00:00 +0000,291,7,208,136526,,24138.027,654,48333,40788,11443.2,7355,5665.209,185792.421,946,65,1132,1256,29,11423,410,279,274,2980,463,14246.342,12818,260,409,16014.769,4926.845,139792.372,385,977.913
2016-04-28 00:00:00 +0000,252,15,169,114193,,21647.823,631,40874,31940,10533.401,6265,4922.513,168068.753,952,56,908,1137,30,9893,312,240,273,2932,367,15231.642,10880,238,370,13718.288,4632.35,80519.757,403,735.322
2016-04-29 00:00:00 +0000,361,12,234,146007,,24867.727,893,52660,41050,15269.738,8714,7473.937,209276.783,1031,53,1114,1239,32,13439,386,290,273,6522,361,29857.612,14625,281,432,23809.826,5455.688,100627.768,501,1562.35
2016-04-30 00:00:00 +0000,491,28,378,232805,,35633.197,1333,87142,63050,21035.291,11556,10893.37,334747.624,1501,115,1820,2960,53,22330,989,411,475,10474,472,22315.244,27913,496,799,25997.333,7559.881,139297.618,734,1531.212
2016-05-01 00:00:00 +0000,596,29,539,282785,,46090.307,823,104219,77735,26544.66,15012,10116.359,396734.931,1479,106,1824,2289,63,28054,1339,340,524,,539,26215.072,33382,632,963,32420.996,8352.062,167009.307,1487,1878.514
2016-05-02 00:00:00 +0000,380,20,277,181088,,30770.119,538,73362,50058,17356.444,12170,6365.907,388655.729,1166,69,1628,1629,39,18092,591,139,333,2873,249,18499.655,21441,341,514,20754.062,5551.709,117099.215,603,1332.83
2016-05-03 00:00:00 +0000,334,11,256,161856,,28639.557,531,66876,45865,15495.069,9216,6657.77,245255.931,1144,69,1284,1403,35,16282,537,245,400,3136,198,18476.564,19104,393,448,20927.353,5341.508,119967.519,687,1134.279
2016-05-04 00:00:00 +0000,326,26,223,154805,,28379.423,814,65353,48060,14494.555,8210,6806.499,231889.406,1221,57,1296,1525,38,15066,512,376,301,4058,213,17202.024,16819,314,474,18466.242,5582.471,154012.978,560,1173.856
2016-05-05 00:00:00 +0000,306,13,199,135208,,24292.177,663,53470,38113,13375.169,7095,6567.989,201917.065,1172,79,1369,1295,32,12039,534,237,294,5167,431,18500.597,13515,284,448,16139.991,4933.604,89620.394,508,883.617
2016-05-06 00:00:00 +0000,287,12,203,155813,,26255.327,1074,57952,45139,16432.588,9073,9018.494,217377.828,1511,71,1710,1362,29,12573,537,520,249,9918,589,32640.857,13503,333,463,26454.842,5792.687,112508.591,510,1510.302
2016-05-07 00:00:00 +0000,521,18,369,233769,,37116.961,1080,81714,69505,20995.695,12656,12849.385,313439.969,2226,81,2369,2295,49,18862,1207,724,412,14044,853,23590.428,20769,535,712,27693.82,7250.821,158426.3,602,1689.398
2016-05-08 00:00:00 +0000,392,19,287,193033,,31542.749,576,59479,53680,17633.185,9745,8583.406,241711.586,1306,63,1571,1401,30,16225,951,546,322,,575,16968.562,17764,432,515,20503.662,5466.437,117638.373,727,1137.678
2016-05-09 00:00:00 +0000,338,12,197,167064,,30788.494,524,61318,47763,15536.319,11889,5578.404,231751.797,1020,59,1242,1285,43,16141,552,149,349,4740,379,16805.807,17713,324,443,18247.665,5480.068,112427.571,433,1174.529
2016-05-10 00:00:00 +0000,299,13,183,142775,,26290.35,578,59387,40132,13163.885,7968,5120.612,201814.354,843,69,1442,1383,35,13860,411,175,639,2274,381,15784.736,21400,267,468,19042.544,4850.844,110497.556,423,1040.606
2016-05-11 00:00:00 +0000,315,12,173,146886,,26841.019,546,55143,44891,12668.095,7976,5841.647,200429.819,1105,53,1392,1288,27,13156,446,259,302,3906,386,15155.692,13812,314,418,16956.891,5341.275,150058.806,361,1083.219
2016-05-12 00:00:00 +0000,273,14,153,125988,,22942.697,720,46898,35921,11495.172,6651,5562.15,188538.423,1087,54,1158,1098,28,11083,389,163,238,3822,324,16662.385,11681,296,391,14626.146,4678.401,89442.31,181,835.523
2016-05-13 00:00:00 +0000,281,10,288,138176,,25012.327,833,49800,40552,14656.924,8712,7404.216,186155.955,1056,50,1209,1104,35,11299,521,313,1313,7525,268,23245.073,12315,289,403,24265.321,5214.686,102854.029,143,1530.369
2016-05-14 00:00:00 +0000,483,21,291,206787,,34429.137,1172,69581,58721,18472.88,11032,10786.497,273155.955,1338,99,1802,1691,40,18567,966,340,-1028,10890,433,19702.283,13584,463,616,23712.724,6739.755,134814.115,362,1542.175
2016-05-15 00:00:00 +0000,543,12,317,247562,,42187.329,679,81234,70798,22084.919,13333,8805.863,309885.173,1455,70,1771,1965,51,22200,1273,304,381,3216,415,20925.758,24315,531,687,26709.176,7186.613,157235.583,417,1782.253
2016-05-16 00:00:00 +0000,340,14,186,159437,,29509.433,558,60617,46788,14737.881,11072,5825.943,216245.122,981,69,1615,1462,27,15099,555,186,1016,330,209,16610.785,20554,303,434,18358.142,5261.101,116322.404,258,1138.876
2016-05-17 00:00:00 +0000,297,22,178,135697,,26150.752,571,51407,39303,12825.141,8187,5326.99,191060.73,881,66,1014,1207,24,12578,519,190,268,2904,222,15459.395,13687,254,371,18993.367,4764.588,116300.644,218,983.232
2016-05-18 00:00:00 +0000,285,10,171,133039,,25136.13,567,48214,42637,11334.34,7772,5545.31,182586.488,995,43,1047,1184,24,11843,452,277,275,3228,187,14941.926,13526,318,522,16399.232,4970.527,142438.57,170,1094.436
2016-05-19 00:00:00 +0000,288,7,192,120632,,23294.426,650,45443,35954,11208.654,7359,5532.683,170046,1017,58,1294,1053,33,10951,407,197,254,3799,211,16394.744,12312,250,451,14916.662,4755.591,91395.839,142,971.961
2016-05-20 00:00:00 +0000,300,22,166,140732,,26222.364,988,56464,42472,15390.16,8915,7340.682,203102.519,1139,54,1458,1199,27,13133,481,262,252,7089,206,24227.719,13438,313,511,24704.329,5299.565,108349.227,136,1630.493
2016-05-21 00:00:00 +0000,463,11,252,198856,,33343.582,1132,72326,57851,17135.147,10813,10430.592,265413.271,1292,66,1769,1951,32,18163,920,363,286,8493,300,19897.077,20445,409,627,22454.568,6739.008,136765.513,158,1599.405
2016-05-22 00:00:00 +0000,545,16,309,235966,,41701.887,743,77058,68346,20994.123,13443,8830.396,297504.473,1370,60,1680,2196,46,21064,1199,262,353,1976,326,20561.454,25686,489,737,24869.603,7144.124,153334.97,223,1637.593
2016-05-23 00:00:00 +0000,297,20,185,146066,,28400.24,557,55322,44819,13812.969,11185,5344.327,204000.526,858,56,1410,1176,26,13895,568,155,282,1868,149,15551.169,14865,285,445,17674.453,5020.629,109373.976,142,1195.392
2016-05-24 00:00:00 +0000,281,11,155,118786,,23910.801,657,52907,36971,12146.423,7555,5058.9,176731.294,888,36,1066,1008,30,11451,424,180,222,2010,146,14648.582,12854,213,344,14947.931,4420.887,105188.101,130,999.286
2016-05-25 00:00:00 +0000,298,7,162,119655,,23795.516,632,47578,40219,10902.208,8000,5870.655,176417.564,873,51,1236,1052,23,11037,387,267,191,2343,188,13827.276,12335,273,318,15122.939,5092.177,138261.094,96,1000.61
2016-05-26 00:00:00 +0000,310,11,138,118074,,22422.944,942,44153,34612,11059.192,6923,6068.07,169389.625,995,60,1252,904,22,9794,284,299,204,4449,273,17013.14,10708,258,348,14752.527,4748.74,90596.483,59,845.902
2016-05-27 00:00:00 +0000,473,9,298,173865,,30114.833,938,65235,52134,19137.718,11078,10257.562,250266.487,1550,71,1529,1682,33,15493,714,437,323,8539,459,26373.876,18227,426,554,27430.537,6205.991,126962.795,141,1731.42
2016-05-28 00:00:00 +0000,461,7,242,169401,,30947.075,898,65161,50349,16798.463,10056,9690.351,248640.541,1250,61,1581,1491,30,16067,787,378,261,7433,443,17990.145,18178,420,585,20603.294,6061.392,118485.746,103,1327.213
2016-05-29 00:00:00 +0000,523,17,328,210425,,38872.576,643,73475,63090,19751.447,12122,7289.801,292585.044,1304,77,1713,1833,23,19818,1169,275,286,1500,452,18583.397,23318,473,651,22956.284,6599.31,137987.57,189,1524.229
2016-05-30 00:00:00 +0000,354,6,220,154183,,29705.539,663,61903,45627,14893.653,11865,5511.79,233479.228,1013,68,1123,1168,19,15083,560,168,189,2231,323,15855.252,17292,359,460,18024.568,4787.381,113950.775,117,1250.233
2016-05-31 00:00:00 +0000,650,23,323,189942,,34419.539,759,88931,52780,19198.354,10311,6930.074,322106.164,1338,56,1538,1344,26,21063,756,238,254,2466,349,23221.301,27135,369,590,26348.642,5693.444,133670.257,141,1358.215
2016-06-01 00:00:00 +0000,347,19,207,144778,,28707.341,809,65611,48428,15377.962,8979,6785.274,250838.519,1124,51,1470,1154,25,15739,566,200,193,2112,341,16747.788,18373,347,553,20221.676,5577.923,154485.684,135,1222.153
2016-06-02 00:00:00 +0000,310,13,214,136640,,25707.164,724,60739,39477,14018.785,8081,5695.685,220441.886,1115,72,1373,1052,24,14790,438,138,216,2335,247,19411.021,17783,288,447,18272.422,5023.502,98354.812,91,1003.659
2016-06-03 00:00:00 +0000,318,17,221,136752,,28044.314,820,63215,42770,16587.839,9083,7444.977,227693.214,1188,60,1814,1400,13,13828,490,332,230,4293,233,26673.987,18683,280,460,27754.935,5751.443,104175.065,86,1651.311
2016-06-04 00:00:00 +0000,486,28,392,200698,,36423.48,1013,87555,61451,20186.822,11584,11099.4,320767.826,1439,85,2094,2098,21,21162,972,370,317,8095,396,22248.15,25002,420,672,25924.197,7067.16,140277.538,115,1537.043
2016-06-05 00:00:00 +0000,604,30,445,237485,,44324.948,724,91409,72710,22853.235,14008,8515.591,350095.984,1416,107,1864,1875,26,23663,1195,329,326,2074,436,23283.558,27717,487,717,28624.377,7796.637,156718.029,166,1709.077
2016-06-06 00:00:00 +0000,326,11,239,143265,,29564.907,487,60509,45084,14602.252,11720,5085.015,229653.638,1023,65,1373,1547,13,14792,452,198,245,1524,259,16393.212,16688,341,420,17932.004,5448.085,109334.411,103,1196.699
2016-06-07 00:00:00 +0000,274,11,205,122148,,26163.274,628,54764,39835,13367.224,8155,4955.079,200907.81,794,55,1258,1291,17,12415,432,202,215,1606,296,16584.537,13594,298,360,19594.578,5205.842,111951.483,102,1029.826
2016-06-08 00:00:00 +0000,291,10,198,123561,,27184.092,605,54713,43402,12556.203,8504,5822.117,202898.856,928,58,1378,1145,17,11632,451,322,232,2986,287,15681.225,13456,309,438,16855.542,5676.499,143989.685,80,1080.331
2016-06-09 00:00:00 +0000,243,13,162,103888,,23454.048,755,45059,33662,11201.83,6492,4707.184,168121.474,896,56,1209,1026,11,9646,403,190,228,2233,248,16065.04,10867,248,382,14433.868,4547.846,85824.484,47,819.839
2016-06-10 00:00:00 +0000,246,13,189,120510,,25262.295,861,50847,38489,14799.399,7859,6735.783,187708.535,1313,50,1543,1086,17,10201,423,387,186,4024,279,23619.322,10965,212,306,23781.15,5222.473,98555.288,70,1594.075
2016-06-11 00:00:00 +0000,403,14,349,177120,,33001.057,1091,67440,52452,16678.07,11582,9503.874,254645.421,1386,76,1903,1841,16,15844,889,438,253,6233,383,18235.573,17943,356,545,21936.662,6534.74,125245.296,134,1366.513
2016-06-12 00:00:00 +0000,429,22,359,209344,,40815.275,679,68722,62357,19611.88,12165,7856.694,281858.083,1210,95,1752,1805,17,18305,1114,418,274,4104,356,19437.447,20288,427,574,23630.867,7069.357,140680.685,135,1568.477
2016-06-13 00:00:00 +0000,236,11,207,145511,,27661.876,551,52727,42429,13941.791,11368,5321.908,208204.918,957,55,1166,1214,17,12264,456,208,192,2075,224,15027.046,13253,275,426,15854.182,5068.862,107371.453,65,1043.157
2016-06-14 00:00:00 +0000,258,14,192,122071,,25452.177,504,48928,38175,12029.047,8299,5170.666,181913.841,890,50,1180,1141,10,11037,444,211,241,2844,204,15054.717,11937,242,368,17858.12,4941.984,109634.893,71,901.328
2016-06-15 00:00:00 +0000,291,13,202,130428,,27758.115,756,55170,45133,12830.252,9178,6121.658,199789.947,1153,69,1179,1231,12,11829,454,304,242,3575,244,15358.702,13682,272,371,16299.414,5520.371,147754.622,70,1036.556
2016-06-16 00:00:00 +0000,259,14,193,117386,,25349.674,726,53085,38267,12402.437,7733,6627.585,190493.984,1166,41,1655,1118,7,10483,481,260,233,7286,175,17468.576,12262,244,368,15317.188,5158.654,93288.783,57,920.362
2016-06-17 00:00:00 +0000,242,13,183,138623,,26720.798,1158,55814,43691,15918.729,8930,8881.998,228070.904,1484,61,1712,1248,8,10989,467,486,233,11016,258,25907.786,12208,251,417,25666.506,5345.588,110224.422,44,1624.707
2016-06-18 00:00:00 +0000,441,14,337,201641,,36184.477,1245,73893,63471,19429.101,12220,12092.544,285047.428,1988,78,1980,1913,22,17301,869,635,325,14678,496,22163.465,19370,440,658,24570.585,7209.836,150521.298,77,1660.376
2016-06-19 00:00:00 +0000,387,17,344,188682,,33866.5,639,62474,55017,17760.535,10190,8598.417,241542.497,1300,58,1534,1546,23,15779,910,447,256,6296,435,17436.023,18480,411,526,20475.604,5764.036,124763.553,86,1318.859
2016-06-20 00:00:00 +0000,307,14,209,156605,,29590.45,542,60834,45394,14588.108,13386,5298.853,221944.314,991,48,1559,1165,18,14419,577,162,222,2437,330,16201.162,15671,274,415,16974.338,5160.822,109145.295,69,1203.023
2016-06-21 00:00:00 +0000,264,13,188,144562,,26476.333,549,55460,39276,12600.384,8031,5080.053,195091.857,909,50,1209,1069,21,12280,456,213,232,2617,263,20729.041,13501,257,408,17848.882,4931.688,113519.463,80,1062.321
2016-06-22 00:00:00 +0000,237,14,207,130519,,25554.913,597,56948,41517,11284.558,8525,5595.134,187238.685,1041,34,1248,1018,19,10918,474,277,200,3780,256,14647.601,12154,265,371,15344.003,5054.804,141228.661,73,1090.292
2016-06-23 00:00:00 +0000,281,13,162,110900,,23661.564,745,44665,34323,11425.799,7413,5199.159,166914.986,1042,36,1373,1042,8,10537,494,150,179,3418,256,16449.374,11551,248,393,14330.748,4658.239,86849.513,52,882.955
2016-06-24 00:00:00 +0000,322,9,174,127196,,25673.241,784,47409,38279,14450.633,8118,6937.912,182702.723,1269,35,1506,1069,10,11022,504,272,249,7152,338,28146.568,11290,280,358,23258.832,4948.268,96588.787,37,1423.712
2016-06-25 00:00:00 +0000,470,18,336,186097,,32961.624,1035,65804,53422,17194.597,10573,11100.246,247566.968,1439,53,1827,1556,11,17006,848,338,255,10295,475,19412.021,18378,428,546,22424.661,6364.554,130493.893,76,1492.271
2016-06-26 00:00:00 +0000,478,19,354,211047,,39782.874,694,70895,62062,20075.307,13156,8345.086,277241.879,1392,62,1647,1733,10,19612,1180,289,283,4095,411,20286.435,21846,424,607,24294.015,6779.497,143579.901,126,1537.673
2016-06-27 00:00:00 +0000,300,11,205,143453,,27186.698,613,50057,41456,13414.555,12786,5094.679,215076.61,974,30,1110,1091,14,13200,517,148,224,2226,232,14961.205,12872,295,411,16123.862,5067.844,104487.063,66,1032.093
2016-06-28 00:00:00 +0000,275,14,178,120127,,24628.076,535,45907,36800,11750.55,7888,5129.944,171104.94,970,41,1319,1129,10,11506,353,156,209,2640,207,13909.322,12488,270,354,17379.908,4532.56,104125.732,42,969.903
2016-06-29 00:00:00 +0000,290,7,169,120697,,25251.431,655,46754,41245,11718.592,7639,5605.306,171586.91,974,49,1848,1162,10,11366,430,236,178,3423,241,14195.086,11458,310,335,15469.916,4912.371,133176.537,50,1047.328
2016-06-30 00:00:00 +0000,321,7,212,111342,,23372.671,680,45002,33557,11586.908,7297,5208.066,163818.167,960,42,1429,1113,8,11155,410,168,170,3867,216,15812.155,11689,264,311,14988.9,4551.562,83706.456,56,823.98
2016-07-01 00:00:00 +0000,405,16,324,163624,,30216.244,967,72036,49232,20457.228,10302,8892.792,255760.699,1373,79,2732,1507,6,17953,536,342,264,7479,268,35206.952,20118,325,451,31040.633,6234.892,117024.169,56,1798.945
2016-07-02 00:00:00 +0000,624,9,436,221451,,38048.781,1224,94055,63188,22101.652,13051,11774.921,334946.369,1465,80,4466,1806,13,24682,961,378,348,11985,376,22835.463,28453,492,659,27953.503,7068.304,141802.446,64,1687.702
2016-07-03 00:00:00 +0000,616,13,509,240162,,43685.715,712,94320,69328,23601.422,14621,8849.691,344155.743,1384,100,3565,2022,20,26051,1245,291,338,4756,370,23312.048,29868,522,760,29276.464,7439.547,152959.676,86,1774.402
2016-07-04 00:00:00 +0000,326,10,327,171926,,30972.379,526,70256,48544,16644.401,14008,6128.758,282466.987,1186,56,1864,1798,10,17782,550,183,241,2850,261,17091.929,20297,322,458,19435.748,5713.966,117381.788,55,1219.642
2016-07-05 00:00:00 +0000,334,11,269,141837,,27593.58,675,60800,42525,14933.851,8903,6016.844,221474.81,1019,56,1902,1258,13,15339,481,160,208,3396,209,16882.343,17020,309,464,20954.35,5103.248,116673.53,52,1139.002
2016-07-06 00:00:00 +0000,310,13,244,141899,,27595.919,657,59688,46662,13878.923,8440,6506.722,216890.038,1094,67,1961,1219,12,15041,430,246,330,3712,199,16171.815,16173,333,434,19041.471,5069.508,146525.387,53,1214.157
2016-07-07 00:00:00 +0000,282,5,213,117203,,23650.36,749,49501,36549,12270.071,7238,5563.751,179363.573,883,55,1752,1135,8,11787,418,218,205,4906,170,17283.957,12849,296,345,15476.661,4686.221,85655.574,38,947.614
2016-07-08 00:00:00 +0000,305,9,230,137729,,26647.269,916,53204,41632,15099.651,8952,7564.065,195270.97,1122,58,2509,1147,12,12394,366,303,242,7968,395,25884.884,12846,304,455,25868.742,5477.772,102132.189,63,1456.858
2016-07-09 00:00:00 +0000,461,11,361,186086,,32288.613,1070,69132,52964,17421.797,10260,10444.056,254903.075,1202,93,1946,1934,15,17948,752,386,313,12016,660,19363.046,19615,453,582,22612.448,6199.715,125279.373,63,1424.848
2016-07-10 00:00:00 +0000,551,15,436,205290,,38384.98,676,72232,59541,20483.858,11881,7859.4,272714.894,1001,74,1987,1928,14,19656,1014,243,291,3701,560,19848.169,22103,454,625,23745.395,6801.079,136741.704,75,1558.821
2016-07-11 00:00:00 +0000,310,14,262,148417,,28220.193,533,54663,43454,13853.615,11188,5423.444,201102.414,881,41,1855,1325,14,14075,502,183,239,2385,396,15914.963,14716,286,443,17663.309,5177.75,103746.323,50,1102.134
2016-07-12 00:00:00 +0000,256,19,212,127538,,25235.048,541,47712,37914,12687.84,7537,4907.553,181702.174,773,54,1604,1280,9,12225,445,174,206,2758,389,15212.932,11872,250,401,18540.693,4859.93,108638.081,37,1048.529
2016-07-13 00:00:00 +0000,307,11,231,120720,,25801.736,570,46781,40719,11410.436,7561,5466.395,173891.151,720,51,1646,1258,8,11413,412,274,235,3253,362,19273.646,11240,283,393,16091.7,5178.058,135897.889,44,991.391
2016-07-14 00:00:00 +0000,239,8,198,108521,,22845.968,676,40664,32335,10646.326,6736,4869.093,159965.624,648,51,1433,1038,10,10103,400,225,190,4291,336,15600.411,9940,229,375,14178.696,4667.013,82938.088,31,736.109
2016-07-15 00:00:00 +0000,302,22,260,139563,,26605.999,974,49851,39443,15680.001,8368,6829.131,191860.969,751,66,1611,1210,11,12255,477,275,234,8272,358,25612.185,12005,245,389,24587.456,5551.525,99865.368,48,1449.795
2016-07-16 00:00:00 +0000,478,14,341,191821,,32754.314,1099,69638,53302,17723.452,10986,10105.032,262718.623,676,85,2333,1708,13,18309,843,394,295,11615,435,20047.23,19155,432,597,22893.119,6615.989,128279.579,64,1422.547
2016-07-17 00:00:00 +0000,496,27,448,206438,,37819.717,566,70670,58690,19506.287,12909,7653.564,276929.481,612,67,1903,1487,16,20073,1016,317,285,3688,418,20166.014,20931,470,667,23844.949,6822.249,135970.526,78,1601.91
2016-07-18 00:00:00 +0000,315,17,257,148214,,27929.42,504,55958,43023,14762.335,11879,5181.249,209950.384,507,39,1414,1097,18,14360,425,202,287,2573,336,16706.379,14187,291,434,17544.642,5085.514,107910.614,70,1142.214
2016-07-19 00:00:00 +0000,360,10,209,123942,,25657.042,563,48608,38160,12715.576,8502,4971.273,186922.796,400,41,1578,1098,13,12515,442,229,172,3119,240,15312.126,12344,254,401,18379.124,5068.373,109814.904,54,1081.078
2016-07-20 00:00:00 +0000,316,7,242,128434,,26000.814,585,50883,42147,12813.676,7976,6087.169,196880.731,479,47,1329,1051,8,13056,366,285,259,6041,269,15481.221,12323,243,422,16679.905,5684.069,139282.856,56,1114.406
2016-07-21 00:00:00 +0000,267,5,182,115017,,22885.266,733,45469,33539,11373.539,7074,5016.881,182387.152,439,48,1524,894,12,11081,434,185,267,5273,318,16807.645,10757,241,406,14593.05,4718.954,85961.173,42,873.028
2016-07-22 00:00:00 +0000,291,12,246,129281,,25462.689,881,49238,38318,14322.341,7846,6948.892,184784.031,583,59,1583,892,10,11249,450,346,207,8567,384,25305.288,10832,241,417,23873.396,5402.224,97126.212,27,1448.582
2016-07-23 00:00:00 +0000,440,21,316,178923,,30494.536,1044,64768,48930,16595.498,9949,9561.022,242640.796,519,80,1770,1300,13,16490,774,425,342,11357,460,18951.191,16830,360,585,21465.79,5970.741,119585.097,51,1280.801
2016-07-24 00:00:00 +0000,474,19,345,188675,,33692.057,592,64144,51616,17935.252,11339,7130.862,249064.656,580,81,1717,1051,16,17808,1032,297,245,6124,452,18936.52,17878,399,595,22310.897,6315.432,125568.918,68,1366.084
2016-07-25 00:00:00 +0000,322,11,244,148783,,28322.738,541,54183,42685,14189.428,12404,5463.504,206929.182,444,52,1541,995,10,13896,591,188,205,3784,287,16620.464,13535,323,455,17263.961,5186.872,106650.172,57,1221.281
2016-07-26 00:00:00 +0000,295,7,192,124377,,24520.792,555,48992,36511,12545.549,7997,4808.121,186028.707,402,67,1176,851,4,12008,537,210,235,3442,231,15192.36,11455,224,456,18133.618,4535.301,105798.599,50,934.877
2016-07-27 00:00:00 +0000,225,5,211,132795,,24454.47,637,46928,39863,11737.47,8169,5726.349,179774.338,539,84,1285,872,11,11659,430,303,209,5855,276,14338.566,10757,297,356,15558.91,5283.767,131414.761,52,1015.354
2016-07-28 00:00:00 +0000,282,4,215,107270,,21277.823,673,42618,31273,10664.533,6727,5110.162,156665.984,478,64,1266,913,5,10237,394,199,228,3594,228,21155.749,9995,221,377,14257.032,4534.647,81473.904,32,823.415
2016-07-29 00:00:00 +0000,290,10,225,133460,,25408.353,851,51159,38294,15601.146,8493,7117.21,195220.548,739,55,1891,1000,9,12661,430,365,198,6730,266,25662.484,11943,267,524,25038.023,5306.529,98806.963,44,1520.582
2016-07-30 00:00:00 +0000,509,16,412,191957,,31923.573,998,77264,52209,18508.311,10821,10301.094,279494.549,696,78,2029,1475,12,20497,835,462,336,9937,295,20392.921,21891,436,669,22710.887,6585.771,125017.386,74,1371.38
2016-07-31 00:00:00 +0000,561,10,446,216431,,38330.178,738,81880,60098,21321.404,12714,7673.238,307874.225,793,85,2082,1608,13,23103,1049,352,385,3839,294,21131.518,24593,477,747,22872.133,6596.829,138034.187,112,1673.245
2016-08-01 00:00:00 +0000,428,22,340,180546,,32178.217,520,79022,51339,19181.238,14711,6526.251,287706.632,830,59,1639,1355,10,20867,514,224,316,3182,217,20639.353,22621,321,537,20285.266,5965.702,121880.712,101,1496.034
2016-08-02 00:00:00 +0000,413,12,310,152668,,27304.434,861,67116,43468,16595.783,9223,5823.613,246720.513,595,64,1569,1325,5,17121,547,213,280,3181,175,18202.894,18319,316,518,20818.686,5450.693,117085.992,82,1209.231
2016-08-03 00:00:00 +0000,351,9,340,145874,,28163.474,650,63886,45961,14804.315,9082,6136.618,234551.917,916,62,1265,1159,7,15868,506,267,250,3460,197,17001.916,16994,306,544,18966.717,5637,145292.407,75,1261.446
2016-08-04 00:00:00 +0000,307,9,256,128160,,24207.155,651,51859,36287,13154.733,6974,5309.593,191749.616,940,53,1269,937,8,12947,393,217,290,4967,226,18147.356,13409,278,410,15586.476,4779.024,87929.849,189,983.296
2016-08-05 00:00:00 +0000,355,6,225,148293,,27334.14,902,53850,38542,15997.251,8005,7120.318,200934.495,1215,50,1542,1093,11,13402,455,336,339,7564,318,31499.771,12809,268,412,24376.484,5254.744,99641.206,191,1751.33
2016-08-06 00:00:00 +0000,462,19,338,193330,,31920.608,932,69906,49588,17041.233,9620,9743.026,256030.195,1304,71,1639,1461,10,18456,742,387,285,10314,368,19197.749,19114,440,608,21010.112,6113.333,116783.755,294,1375.201
2016-08-07 00:00:00 +0000,468,15,418,206605,,36249.023,606,70528,55814,18772.672,11415,7101.649,267916.902,1051,63,1669,1396,28,19878,950,294,267,3943,367,18505.234,20736,427,634,22448.029,6364.34,127529.231,319,1543.357
2016-08-08 00:00:00 +0000,337,15,266,157126,,28705.819,583,57731,42644,14423.857,12345,5267.026,212254.549,957,73,1368,922,26,14833,433,192,211,2773,343,15979.421,14784,317,452,17134.521,5112.309,106103.596,254,1229.441
2016-08-09 00:00:00 +0000,321,16,219,137263,,24999.771,533,50423,36364,13049.604,7502,4828.678,183625.143,725,65,1260,911,12,12921,405,247,239,3063,319,14843.477,12458,287,483,18574.652,4577.879,103758.713,246,999.064
2016-08-10 00:00:00 +0000,309,21,262,138205,,25334.426,796,48822,39446,11793.729,7494,5678.037,183366.316,879,52,1170,1093,12,12446,412,370,225,3914,334,14183.749,12349,320,506,15378.421,5118.514,126806.625,265,1095.619
2016-08-11 00:00:00 +0000,303,11,230,135983,,24019.716,891,44812,33675,11919.932,7729,5566.375,174516.511,799,43,1958,960,20,11217,291,305,266,6725,300,17141.628,10700,290,425,14466.441,4890.503,85095.614,271,908.56
2016-08-12 00:00:00 +0000,377,24,300,164500,,28519.758,811,53515,43484,16859.818,8538,8518.465,211558.782,1115,63,1506,1134,27,13825,573,494,292,11329,423,24121.219,14346,426,551,24724.975,5968.827,105803.771,472,1461.89
2016-08-13 00:00:00 +0000,382,16,312,166578,,27247.731,981,53609,41989,14286.369,8645,8619.368,204230.113,876,78,1687,1391,16,14134,528,374,305,10362,381,16510.178,14261,378,498,17903.572,5420.819,101316.139,369,1221.63
2016-08-14 00:00:00 +0000,348,24,360,180725,,31484.294,534,57045,46503,16009.909,9843,6306.898,217862.006,948,58,1399,1172,22,16090,783,277,266,3484,376,15880.234,15893,428,524,19194.317,5377.039,110779.372,551,1279.059
2016-08-15 00:00:00 +0000,285,12,305,158646,,28868.373,716,56724,43969,15098.21,13314,5075.482,209894.309,878,51,1565,1030,16,14803,570,181,233,2732,321,16060.623,14852,341,420,17485.189,4987.827,108867.449,423,1307.838
